evaluations raw_y
1 21.0954887394
2 8.6458735196
36 7.9491061903
78 7.8682872039
121 6.2955552273
477 5.2301293766
662 4.2651806116
922 2.8768334913
1307 2.7826835195
1582 2.7752223233
1596 2.7358647557
1611 2.6914882406
1723 1.8808578263
2225 1.4298338353
2391 1.3689073303
2424 1.2877264517
2524 1.2101588948
2842 1.1685551284
2915 1.1069728851
3071 0.9386159653
3325 0.7988704877
3695 0.7228089530
4020 0.6203547407
4128 0.5646233063
4254 0.4658357804
4666 0.4495454945
4782 0.4381702577
4838 0.4301633581
4929 0.3596920368
5354 0.3151495425
5585 0.3012398815
5730 0.2993819545
5758 0.2836378590
6091 0.2725536187
6379 0.2646015200
6396 0.2583220307
6423 0.2526842944
6431 0.2475046406
6484 0.2416719574
6531 0.1938007678
7206 0.1802560287
7336 0.1775212756
7595 0.1655041254
7662 0.1404808736
7898 0.1404573417
8062 0.1383210160
8137 0.1285030532
8149 0.1195702799
8583 0.1099211846
8614 0.1036650859
8764 0.0947210395
8938 0.0899089770
9261 0.0814691523
9480 0.0705979352
9701 0.0638432603
9739 0.0533886210
10363 0.0531521333
10540 0.0525314501
10715 0.0445244877
10722 0.0416921224
11012 0.0391665561
11206 0.0379457827
11247 0.0355209535
11341 0.0319122768
11451 0.0279526491
11806 0.0279421105
11991 0.0258107653
12033 0.0242746735
12142 0.0212517271
12446 0.0207202394
12544 0.0206455715
12883 0.0205107272
12943 0.0150617073
13415 0.0131439161
13670 0.0123174456
13744 0.0104425550
14056 0.0090390338
14327 0.0089109083
14545 0.0058928002
15047 0.0052711095
15280 0.0051621067
15299 0.0050546775
15346 0.0046058379
15710 0.0041258234
15731 0.0039649648
15827 0.0036863809
16147 0.0035445696
16352 0.0033095321
16551 0.0031768941
16579 0.0031049835
16689 0.0029600092
16765 0.0025835871
16948 0.0022144683
17346 0.0021538880
17729 0.0020451388
17749 0.0019979033
18059 0.0017770022
18351 0.0013942967
18550 0.0013036305
18661 0.0012913728
18955 0.0011443311
19300 0.0009187857
19351 0.0008394021
19764 0.0008298446
19780 0.0006957621
19993 0.0006909122
20152 0.0006133251
20267 0.0006036787
20499 0.0005334584
20616 0.0005314670
20888 0.0005119395
20953 0.0003942040
21606 0.0003595949
21730 0.0003548857
21754 0.0003009349
22116 0.0002901616
22340 0.0001654872
22556 0.0001580954
23007 0.0001478409
23357 0.0001424954
23458 0.0001277249
23511 0.0001124770
23882 0.0001116305
23896 0.0001004002
23948 0.0000877937
24158 0.0000748882
24576 0.0000741869
24594 0.0000612384
24743 0.0000594191
24941 0.0000573252
24959 0.0000521816
25498 0.0000485238
25645 0.0000380111
25760 0.0000350428
26294 0.0000265615
26400 0.0000259064
26561 0.0000203742
27094 0.0000179662
27132 0.0000174868
27362 0.0000155606
27773 0.0000154965
27796 0.0000124181
28039 0.0000119953
28163 0.0000114988
28290 0.0000098572
28784 0.0000091730
28885 0.0000083890
28926 0.0000076197
28967 0.0000066848
29310 0.0000060742
29752 0.0000053264
29771 0.0000051376
30187 0.0000050855
30268 0.0000048470
30671 0.0000045995
30772 0.0000045059
30787 0.0000040746
30814 0.0000038291
31108 0.0000037027
31378 0.0000035079
31379 0.0000032962
31620 0.0000031324
31651 0.0000030857
31730 0.0000029996
32051 0.0000028134
32179 0.0000025430
32577 0.0000025220
32677 0.0000023988
32764 0.0000023674
32777 0.0000021227
32980 0.0000017501
33453 0.0000013896
33746 0.0000012562
33781 0.0000009482
34412 0.0000007006
34582 0.0000006565
34764 0.0000004684
34944 0.0000004657
35119 0.0000004472
35386 0.0000003537
35802 0.0000003468
35804 0.0000003316
36065 0.0000003000
36068 0.0000002641
36190 0.0000002337
36622 0.0000002331
36689 0.0000002278
36752 0.0000002190
36994 0.0000001974
37163 0.0000001854
37503 0.0000001841
37798 0.0000001358
38262 0.0000001279
38453 0.0000001272
38599 0.0000001172
39038 0.0000001126
39077 0.0000001096
39095 0.0000001075
39109 0.0000001053
39345 0.0000001031
39400 0.0000000997
39640 0.0000000905
39788 0.0000000899
39984 0.0000000794
40000 0.0000001218
evaluations raw_y
1 6.0651630087
122 5.9065962681
382 4.1219208897
876 3.6058153717
923 3.4208461214
1103 2.9222271799
1315 2.4232782009
1444 2.3242772013
1724 1.6708483068
2431 1.6537891339
2510 1.5575260761
2518 1.4965939127
2525 1.4197280796
2635 1.3560403623
2984 1.3395988074
2988 1.0770942777
3312 1.0230353933
3326 0.8502298697
3735 0.8327880739
3904 0.7566314621
4048 0.7499887107
4128 0.7496751021
4583 0.7063416044
4772 0.6462900474
4828 0.6151874495
4921 0.5827175537
4933 0.5366629940
5381 0.4629853182
5678 0.4550425266
5691 0.3942550189
5735 0.3796584806
5988 0.3527674495
6298 0.3219487159
6349 0.2907064947
6530 0.2889334723
6536 0.2597954050
6874 0.2597750487
6909 0.2577498535
7046 0.2476566923
7337 0.2447908044
7377 0.2393736691
7387 0.2318233903
7395 0.2247980844
7647 0.2200509796
7689 0.1913722158
7900 0.1859669726
8135 0.1790227247
8138 0.1525342520
8647 0.1323805465
8939 0.1088667312
9301 0.1007420684
9424 0.0979465378
9739 0.0977018668
9740 0.0892912652
9822 0.0885290239
9868 0.0860895826
10080 0.0814492882
10438 0.0809875063
10541 0.0718616405
10817 0.0708726452
10837 0.0695871473
10894 0.0675735517
11249 0.0642662001
11342 0.0569353903
11559 0.0567311920
11701 0.0560902507
11829 0.0556672852
12143 0.0392721803
12739 0.0391112247
12766 0.0347835510
12944 0.0326967969
13107 0.0296956115
13295 0.0264696433
13549 0.0253848420
13760 0.0245935532
13950 0.0224864529
14238 0.0189750668
14481 0.0177845286
14554 0.0169214001
14884 0.0168099500
15006 0.0144855925
15355 0.0136666501
15470 0.0136350489
15481 0.0123609666
15638 0.0117930968
15932 0.0115499230
15967 0.0107198668
